Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Emmitt Smith*+,DAL,RB,26,16,16,0,0,0,0,0,377,1773,4.70,25,78,62,375,6.05,0,7,6,25,,,353,414.8,426.8,383.8,221,1,1
Jerry Rice*+,SFO,WR,33,16,16,1,1,41,1,0,5,36,7.20,1,176,122,1848,15.15,15,3,3,17,1,,292,414.0,420.0,353.0,174,1,2
Isaac Bruce,STL,WR,23,16,16,0,0,0,0,0,3,17,5.67,0,199,119,1781,14.97,13,2,1,13,1,,258,376.8,380.8,317.3,140,2,3
Herman Moore*+,DET,WR,26,16,16,0,0,0,0,0,0,0,,0,206,123,1686,13.71,14,2,2,14,,,249,371.6,376.6,310.1,131,3,4
Curtis Martin*,NWE,RB,22,16,15,0,0,0,0,0,368,1487,4.04,14,50,30,261,8.70,1,5,3,15,1,,261,290.8,299.8,275.8,129,2,5
Brett Favre*+,GNB,QB,26,16,16,359,570,4413,38,13,39,181,4.64,3,0,0,0,,0,8,4,3,,,331,330.6,353.6,343.6,128,1,6
Barry Sanders*+,DET,RB,27,16,16,1,2,11,0,0,314,1500,4.78,11,70,48,398,8.29,1,3,3,12,,,256,304.2,313.2,280.2,124,3,7
Cris Carter*,MIN,WR,30,16,16,0,0,0,0,0,1,0,0.00,0,197,122,1371,11.24,17,0,,17,,,239,361.1,364.1,300.1,121,4,8
Chris Warren*,SEA,RB,27,16,16,0,0,0,0,0,310,1346,4.34,15,50,35,247,7.06,1,5,3,16,,,249,284.3,293.3,266.8,117,4,9
Robert Brooks,GNB,WR,25,16,16,0,0,0,0,0,4,21,5.25,0,167,102,1497,14.68,13,0,,13,,,230,331.8,334.8,280.8,112,5,10
Carl Pickens*,CIN,WR,25,16,16,0,0,0,0,0,1,6,6.00,0,168,99,1234,12.46,17,1,,17,,,226,325.0,328.0,275.5,108,6,11
Scott Mitchell,DET,QB,27,16,16,346,583,4338,32,12,36,104,2.89,4,0,0,0,,0,8,3,4,,1,308,307.9,328.9,319.9,105,2,12
Ricky Watters*,PHI,RB,26,16,16,0,0,0,0,0,337,1273,3.78,11,93,62,434,7.00,1,6,3,12,,,237,298.7,307.7,267.7,105,5,13
Michael Irvin*,DAL,WR,29,16,16,0,0,0,0,0,0,0,,0,165,111,1603,14.44,10,1,1,10,,,218,329.3,333.3,273.8,101,7,14
Marshall Faulk*,IND,RB,22,16,16,0,0,0,0,0,289,1078,3.73,11,74,56,475,8.48,3,8,4,14,,,231,287.3,297.3,259.3,99,6,15
Brett Perriman,DET,WR,30,16,16,0,0,0,0,0,5,48,9.60,0,179,108,1488,13.78,9,1,1,9,1,,208,315.6,319.6,261.6,90,8,16
Derek Loville,SFO,RB,27,16,16,0,0,0,0,0,218,723,3.32,10,110,87,662,7.61,3,1,1,13,1,,217,303.5,310.5,260.0,85,7,17
Edgar Bennett,GNB,FB,26,16,16,0,0,0,0,0,316,1067,3.38,3,79,61,648,10.62,4,2,,7,,,214,274.5,280.5,244.0,82,9,18
Terry Allen,WAS,RB,27,16,16,0,0,0,0,0,338,1309,3.87,10,40,31,232,7.48,1,6,3,11,,,214,245.1,254.1,229.6,82,8,19
Tim Brown*,OAK,WR,29,16,16,0,0,0,0,0,0,0,,0,148,89,1342,15.08,10,0,,10,,,194,283.2,286.2,238.7,76,9,20
Anthony Miller*,DEN,WR,30,14,14,0,0,0,0,0,1,5,5.00,0,108,59,1079,18.29,14,1,1,14,,,190,249.4,253.4,219.9,73,10,21
Warren Moon*,MIN,QB,39,16,16,377,606,4228,33,14,33,82,2.48,0,0,0,0,,0,13,4,0,,,273,273.3,294.3,287.3,71,3,22
Harvey Williams,OAK,RB,28,16,16,1,1,13,1,0,255,1114,4.37,9,60,54,375,6.94,0,5,3,9,,,201,255.4,264.4,228.4,70,10,23
Eric Metcalf,ATL,WR,27,16,15,0,1,0,0,0,28,133,4.75,1,153,104,1189,11.43,8,4,3,10,,,186,290.2,299.2,238.2,68,11,24
Curtis Conway,CHI,WR,24,16,16,0,1,0,0,0,5,77,15.40,0,117,62,1037,16.73,12,0,,12,,,183,245.4,248.4,214.4,66,12,25
Errict Rhett,TAM,RB,25,16,16,0,0,0,0,0,332,1207,3.64,11,29,14,110,7.86,0,2,1,11,,,196,209.7,216.7,202.7,64,11,26
Jeff Blake*,CIN,QB,25,16,16,326,567,3822,28,17,53,309,5.83,2,0,0,0,,0,10,5,2,1,,266,265.8,293.8,282.8,63,4,27
Terrell Davis,DEN,RB,23,14,14,0,0,0,0,0,237,1117,4.71,7,82,49,367,7.49,1,5,2,8,,,192,241.4,249.4,216.9,61,12,28
Craig Heyward*,ATL,RB,29,16,16,0,0,0,0,0,236,1083,4.59,6,46,37,350,9.46,2,3,,8,,,191,228.3,234.3,209.8,59,13,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Hampton,NYG,RB,26,16,15,0,0,0,0,0,306,1182,3.86,10,28,24,142,5.92,0,5,4,10,1,,186,210.4,220.4,198.4,55,14,30
Joey Galloway,SEA,WR,24,16,16,0,0,0,0,0,11,154,14.00,1,133,67,1039,15.51,7,1,1,9,,,171,238.3,245.3,204.8,54,13,31
Ben Coates*+,NWE,TE,26,16,15,0,0,0,0,0,0,0,,0,137,84,915,10.89,6,4,4,6,,,120,203.5,210.5,161.5,52,1,32
Jake Reed,MIN,WR,28,16,16,0,0,0,0,0,0,0,,0,142,72,1167,16.21,9,1,1,9,,,169,240.7,244.7,204.7,51,14,33
Erik Kramer,CHI,QB,31,16,16,315,522,3838,29,10,35,39,1.11,1,0,0,0,,0,6,4,1,,,251,251.4,268.4,261.4,49,5,34
John Elway,DEN,QB,35,16,16,316,542,3970,26,14,41,176,4.29,1,0,0,0,,0,9,6,1,1,1,250,250.4,276.4,264.4,48,6,35
Terance Mathis,ATL,WR,28,14,12,0,0,0,0,0,0,0,,0,118,78,1039,13.32,9,1,,9,3,,164,241.9,244.9,202.9,46,15,36
Mark Chmura*,GNB,TE,26,16,15,0,0,0,0,0,0,0,,0,75,54,679,12.57,7,0,,7,1,,112,165.9,168.9,138.9,44,2,37
Bernie Parmalee,MIA,RB,28,16,12,0,0,0,0,0,236,878,3.72,9,46,39,345,8.85,1,5,4,10,,,174,213.3,223.3,193.8,42,15,38
Yancey Thigpen*,PIT,WR,26,16,16,0,0,0,0,0,1,1,1.00,0,151,85,1307,15.38,5,1,1,5,,,159,243.8,247.8,201.3,41,16,39
Jeff George,ATL,QB,28,16,16,336,557,4143,24,11,27,17,0.63,0,0,0,0,,0,6,3,0,,3,241,241.4,258.4,252.4,39,7,40
Quinn Early,NOR,WR,30,16,15,0,0,0,0,0,2,-3,-1.50,0,134,81,1087,13.42,8,1,,8,,,156,237.4,240.4,196.9,39,17,41
Thurman Thomas,BUF,RB,29,14,14,0,0,0,0,0,267,1005,3.76,6,41,26,220,8.46,2,6,1,8,,,169,194.5,201.5,181.5,37,16,42
Tony Martin,SDG,WR,30,16,16,0,1,0,0,0,0,0,,0,165,90,1224,13.60,6,3,3,6,,,152,242.4,248.4,197.4,35,18,43
Jay Novacek*,DAL,TE,33,15,15,0,0,0,0,0,0,0,,0,90,62,705,11.37,5,1,1,5,1,,101,162.5,166.5,131.5,33,3,44
Jeff Graham,CHI,WR,26,16,16,0,0,0,0,0,0,0,,0,138,82,1301,15.87,4,3,2,4,,,150,232.1,237.1,191.1,32,19,45
Shannon Sharpe*,DEN,TE,27,13,12,0,0,0,0,0,0,0,,0,94,63,756,12.00,4,1,,4,,,100,162.6,165.6,131.1,32,4,46
Jim Everett,NOR,QB,32,16,16,345,567,3970,26,14,24,42,1.75,0,0,0,0,,0,6,4,0,,1,233,233.0,254.0,247.0,30,8,47
Tony McGee,CIN,TE,24,16,16,0,0,0,0,0,0,0,,0,92,55,754,13.71,4,2,2,4,,,95,150.4,155.4,122.9,28,5,48
Rashaan Salaam,CHI,RB,21,16,11,0,0,0,0,0,296,1074,3.63,10,13,7,56,8.00,0,9,7,10,,,159,166.0,176.0,162.5,27,17,49
Wesley Walls,NOR,TE,29,16,12,0,0,0,0,0,0,0,,0,92,57,694,12.18,4,1,1,4,1,,93,150.4,154.4,121.9,26,6,50
Bill Brooks,BUF,WR,31,15,10,0,0,0,0,0,3,7,2.33,0,88,53,763,14.40,11,0,,11,,,143,196.0,199.0,169.5,25,20,51
Irving Fryar,MIA,WR,33,16,16,0,0,0,0,0,0,0,,0,109,62,910,14.68,8,0,,8,,,139,201.0,204.0,170.0,21,21,52
Steve Young*,SFO,QB,34,11,11,299,447,3200,20,11,50,250,5.00,3,0,0,0,,0,3,3,3,,,223,223.0,243.0,234.0,20,9,53
Ken Dilger,IND,TE,24,16,13,0,0,0,0,0,0,0,,0,55,42,635,15.12,4,0,,4,,,88,129.5,132.5,108.5,20,7,54
Mario Bates,NOR,RB,22,16,16,0,0,0,0,0,244,951,3.90,7,21,18,114,6.33,0,2,,7,,,149,166.5,172.5,157.5,17,18,55
Terry Kirby,MIA,RB,25,16,4,1,1,31,1,0,108,414,3.83,4,83,66,618,9.36,3,2,1,7,,,148,214.4,221.4,181.4,17,19,56
Chris Sanders,HOU,WR,23,16,11,0,0,0,0,0,2,-19,-9.50,0,87,35,823,23.51,9,0,,9,,,134,169.4,172.4,151.9,17,22,57
O.J. McDuffie,MIA,WR,26,16,16,0,0,0,0,0,3,6,2.00,0,92,62,819,13.21,8,4,,8,1,,133,194.5,197.5,163.5,15,23,58
Dan Marino*,MIA,QB,34,14,14,309,482,3668,24,15,11,14,1.27,0,1,1,-6,-6.00,0,7,2,0,,3,216,216.5,236.5,231.0,13,11,59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Bono*,KAN,QB,33,16,16,293,520,3121,21,10,28,113,4.04,5,0,0,0,,0,10,7,5,,,216,216.1,239.1,226.1,13,10,60
Rodney Thomas,HOU,RB,22,16,10,0,0,0,0,0,251,947,3.77,5,59,39,204,5.23,2,8,7,7,1,,145,184.1,197.1,164.6,13,20,61
Bert Emanuel,ATL,WR,25,16,16,0,0,0,0,0,1,0,0.00,0,137,74,1039,14.04,5,2,2,5,,,130,203.9,208.9,166.9,12,24,62
Henry Ellard,WAS,WR,34,15,15,0,0,0,0,0,0,0,,0,113,56,1005,17.95,5,1,1,5,,,129,184.5,188.5,156.5,11,25,63
Larry Centers*,ARI,FB,27,16,10,0,1,0,0,1,78,254,3.26,2,119,101,962,9.52,2,2,1,4,,,142,242.6,250.6,193.1,10,22,64
Adrian Murrell,NYJ,RB,25,15,9,0,0,0,0,0,192,795,4.14,1,100,71,465,6.55,2,2,1,3,,,142,213.0,220.0,177.5,10,21,65
Jackie Harris,TAM,TE,27,16,16,0,0,0,0,0,0,0,,0,99,62,751,12.11,1,2,2,1,,,77,139.1,144.1,108.1,9,8,66
Brent Jones*,SFO,TE,32,16,16,0,0,0,0,0,0,0,,0,101,60,595,9.92,3,3,1,3,,,76,135.5,139.5,105.5,8,9,67
Brian Blades,SEA,WR,30,16,16,0,0,0,0,0,2,4,2.00,0,132,77,1001,13.00,4,0,,4,,,125,201.5,204.5,163.0,7,26,68
Marcus Allen,KAN,RB,35,16,15,0,0,0,0,0,207,890,4.30,5,42,27,210,7.78,0,2,1,5,,,138,165.0,172.0,151.5,6,23,69
Johnny Mitchell,NYJ,TE,24,12,11,0,0,0,0,0,0,0,,0,80,45,497,11.04,5,2,3,5,,,74,118.7,124.7,96.2,6,10,70
Willie Green,CAR,WR,29,16,7,0,0,0,0,0,0,0,,0,93,47,882,18.77,6,1,1,6,,,122,169.2,173.2,145.7,4,27,71
Rob Moore,ARI,WR,27,15,15,1,2,33,0,1,0,0,,0,116,63,907,14.40,5,0,,5,1,,122,185.0,189.0,154.5,4,28,72
Michael Jackson,CLE,WR,26,13,10,0,1,0,0,1,0,0,,0,81,44,714,16.23,9,1,1,9,,,121,165.4,170.4,144.4,4,29,73
Eric Green,MIA,TE,28,14,14,0,0,0,0,0,0,0,,0,64,43,499,11.60,3,0,,3,1,,70,112.9,115.9,91.4,2,11,74
Mark Brunell,JAX,QB,25,13,10,201,346,2168,15,7,67,480,7.16,4,0,0,0,,0,5,2,4,,1,203,202.7,217.7,209.7,,12,75
Jim Harbaugh*,IND,QB,32,15,12,200,314,2575,17,5,52,235,4.52,2,1,1,-9,-9.00,0,4,2,2,,2,196,196.6,209.6,201.1,,13,76
Troy Aikman*,DAL,QB,29,16,16,280,432,3304,16,7,21,32,1.52,1,0,0,0,,0,5,2,1,,1,189,189.4,201.4,196.4,,14,77
Stan Humphries,SDG,QB,30,15,15,282,478,3381,17,14,33,53,1.61,1,1,1,-4,-4.00,0,9,1,1,,1,186,187.1,205.1,200.6,,15,78
Vinny Testaverde,CLE,QB,32,13,12,241,392,2883,17,10,18,62,3.44,2,1,1,7,7.00,0,4,1,2,,,180,181.2,195.2,190.7,,16,
Jim Kelly,BUF,QB,35,15,15,255,458,3130,22,13,17,20,1.18,0,1,0,0,,0,7,6,0,,1,179,179.2,201.2,192.2,,17,
Neil O'Donnell,PIT,QB,29,12,12,246,416,2970,17,7,24,45,1.88,0,0,0,0,,0,2,,0,,,177,177.3,187.3,184.3,,18,
Dave Brown,NYG,QB,25,16,16,254,456,2814,11,10,45,228,5.07,4,0,0,0,,0,10,4,4,,,175,175.4,195.4,185.4,,19,
Dave Krieg,ARI,QB,37,16,16,304,521,3554,16,21,19,29,1.53,0,0,0,0,,0,16,6,0,,5,165,165.1,195.1,186.1,,20,
Drew Bledsoe,NWE,QB,23,15,15,323,636,3507,13,16,20,28,1.40,0,1,1,-9,-9.00,0,11,7,0,,2,152,153.2,179.2,168.7,,21,
Chris Miller,STL,QB,30,13,13,232,405,2623,18,15,22,67,3.05,0,0,0,0,,0,4,2,0,,1,152,151.6,171.6,166.6,,22,
Chris Chandler,HOU,QB,30,13,13,225,356,2460,17,10,28,58,2.07,2,0,0,0,,0,12,11,2,1,,144,144.2,168.2,154.2,,23,
Kerry Collins,CAR,QB,23,15,13,214,433,2717,14,19,42,74,1.76,3,0,0,0,,0,13,7,3,,2,142,142.1,171.1,161.1,,24,
Gus Frerotte,WAS,QB,24,16,11,199,396,2751,13,13,22,16,0.73,1,0,0,0,,0,7,2,1,,,140,139.6,157.6,152.6,,25,
Rick Mirer,SEA,QB,25,15,13,209,391,2564,13,20,43,193,4.49,1,0,0,0,,0,5,2,1,,,136,135.9,163.9,155.9,,26,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erric Pegram,PIT,RB,26,15,11,0,0,0,0,0,213,813,3.82,5,35,26,206,7.92,1,9,4,6,1,,132,157.9,167.9,144.9,,24,
Garrison Hearst,ARI,RB,24,16,15,1,2,16,0,0,284,1070,3.77,1,47,29,243,8.38,1,12,8,2,,,128,156.9,170.9,142.4,,25,
Boomer Esiason,NYJ,QB,34,12,12,221,389,2275,16,15,19,14,0.74,0,0,0,0,,0,12,2,0,,,122,122.4,142.4,137.4,,27,
Ronnie Harmon,SDG,RB,31,16,1,0,0,0,0,0,51,187,3.67,1,88,63,673,10.68,5,1,,6,,,122,185.0,191.0,153.5,,26,
Jeff Hostetler,OAK,QB,34,11,11,172,286,1998,12,9,31,119,3.84,0,0,0,0,,0,5,1,0,,,120,119.8,135.8,128.8,,28,
Mark Carrier,CAR,WR,30,16,14,0,0,0,0,0,3,-4,-1.33,0,141,66,1002,15.18,3,0,,3,,,118,183.8,186.8,150.8,,30,
Earnest Byner,CLE,RB,33,16,2,0,0,0,0,0,115,432,3.76,2,84,61,494,8.10,2,1,,4,,,117,177.6,183.6,147.1,,27,
Haywood Jeffires,HOU,WR,31,16,16,0,0,0,0,0,0,0,,0,96,61,684,11.21,8,0,,8,,,116,177.4,180.4,146.9,,31,
Ernie Mills,PIT,WR,27,16,6,0,0,0,0,0,5,39,7.80,0,69,39,679,17.41,8,2,2,8,,,116,154.8,159.8,135.3,,32,
Vincent Brisby,NWE,WR,24,16,16,0,0,0,0,0,0,0,,0,159,66,974,14.76,3,0,,3,,,115,181.4,184.4,148.4,,33,
Darnay Scott,CIN,WR,23,16,16,0,0,0,0,0,5,11,2.20,0,109,52,821,15.79,5,0,,5,,,113,165.2,168.2,139.2,,34,
Bam Morris,PIT,RB,23,13,4,0,0,0,0,0,148,559,3.78,9,10,8,36,4.50,0,3,1,9,,,112,119.5,123.5,115.5,,28,
Rodney Peete,PHI,QB,29,15,12,215,375,2326,8,14,32,147,4.59,1,0,0,0,,0,13,6,1,,2,110,109.7,135.7,123.7,,29,
Johnnie Morton,DET,WR,24,16,13,0,0,0,0,0,3,33,11.00,0,80,44,590,13.41,8,1,1,8,,,108,152.3,156.3,130.3,,35,
Darick Holmes,BUF,RB,24,16,2,0,0,0,0,0,172,698,4.06,4,34,24,214,8.92,0,4,4,4,,,107,131.2,141.2,119.2,,29,
Amp Lee,MIN,RB,24,16,3,0,0,0,0,0,69,371,5.38,2,95,71,558,7.86,1,3,3,3,,,105,175.9,184.9,140.4,,30,
Aaron Craver,DEN,FB,27,16,10,0,0,0,0,0,73,333,4.56,5,57,43,369,8.58,1,1,1,6,,,104,147.2,154.2,125.7,,31,
Natrone Means,SDG,RB,23,10,9,0,0,0,0,0,186,730,3.92,5,9,7,46,6.57,0,2,2,5,,,104,110.6,115.6,107.1,,32,
Frank Sanders,ARI,WR,22,16,15,0,0,0,0,0,1,1,1.00,0,109,52,883,16.98,2,0,,2,2,,104,156.4,159.4,130.4,,36,
Trent Dilfer,TAM,QB,23,16,16,224,415,2774,4,18,23,115,5.00,2,0,0,0,,0,13,6,2,,,102,102.5,132.5,120.5,,30,
Harold Green,CIN,RB,27,15,15,0,0,0,0,0,171,661,3.87,2,41,27,182,6.74,1,2,1,3,,,100,127.3,134.3,113.8,,33,
Charlie Garner,PHI,RB,23,15,3,0,0,0,0,0,108,588,5.44,6,15,10,61,6.10,0,2,1,6,,,99,108.9,112.9,103.9,,34,
Elvis Grbac,SFO,QB,25,16,5,127,183,1469,8,5,20,33,1.65,2,0,0,0,,0,2,,2,,1,98,98.1,106.1,103.1,,31,
Robert Green,CHI,RB,25,12,3,0,0,0,0,0,107,570,5.33,3,38,28,246,8.79,0,2,1,3,,,98,125.6,132.6,111.6,,35,
Eric Bieniemy,CIN,RB,26,16,1,0,2,0,0,0,98,381,3.89,3,60,43,424,9.86,0,1,1,3,,,97,139.5,146.5,118.0,,38,
Chris Calloway,NYG,WR,27,16,15,0,0,0,0,0,2,-9,-4.50,0,104,56,796,14.21,3,0,,3,,,97,152.7,155.7,124.7,,37,
Dorsey Levens,GNB,RB,25,15,12,0,0,0,0,0,36,120,3.33,3,57,48,434,9.04,4,0,,7,,,97,145.4,151.4,121.4,,36,
Robert Smith,MIN,RB,23,9,7,0,0,0,0,0,139,632,4.55,5,11,7,35,5.00,0,1,1,5,1,,97,103.7,107.7,100.2,,37,
Sean Dawkins,IND,WR,24,16,13,0,0,0,0,0,0,0,,0,84,52,784,15.08,3,1,,3,,,96,148.4,151.4,122.4,,38,
Wayne Chrebet,NYJ,WR,22,16,16,0,0,0,0,0,1,1,1.00,0,123,66,726,11.00,4,1,1,4,,,95,160.7,164.7,127.7,,40,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keenan McCardell,CLE,WR,25,16,5,0,0,0,0,0,0,0,,0,89,56,709,12.66,4,0,,4,,,95,150.9,153.9,122.9,,39,
Kimble Anders*,KAN,FB,29,16,13,0,0,0,0,0,58,398,6.86,2,82,55,349,6.35,1,1,1,3,,,91,145.7,152.7,118.2,,40,
Fred Barnett,PHI,WR,29,14,14,0,0,0,0,0,0,0,,0,76,48,585,12.19,5,0,,5,1,,91,138.5,141.5,114.5,,41,
Derrick Moore,CAR,RB,28,13,10,0,0,0,0,0,195,740,3.79,4,8,4,12,3.00,0,4,4,4,,,91,95.2,102.2,93.2,,39,
Torrance Small,NOR,WR,25,16,1,0,0,0,0,0,6,75,12.50,1,69,38,461,12.13,5,0,,6,,,90,127.6,130.6,108.6,,42,
Jerome Bettis,STL,RB,23,15,13,0,0,0,0,0,183,637,3.48,3,23,18,106,5.89,0,4,2,3,,,88,106.3,114.3,97.3,,41,
Andre Rison,CLE,WR,28,16,14,0,0,0,0,0,2,0,0.00,0,103,47,701,14.91,3,1,,3,,,88,135.1,138.1,111.6,,43,
James Stewart,JAX,RB,24,14,8,0,0,0,0,0,137,525,3.83,2,27,21,190,9.05,1,1,1,3,,,88,108.5,115.5,98.0,,42,
Willie Jackson,JAX,WR,24,14,10,0,0,0,0,0,0,0,,0,91,53,589,11.11,5,2,2,5,1,,87,139.9,144.9,113.4,,44,
Calvin Williams,PHI,WR,28,16,15,0,0,0,0,0,1,-2,-2.00,0,111,63,768,12.19,2,2,2,2,1,,87,149.6,154.6,118.1,,45,
Michael Haynes,NOR,WR,30,16,15,0,0,0,0,0,0,0,,0,95,41,597,14.56,4,0,,4,,,84,124.7,127.7,104.2,,46,
Willie Davis,KAN,WR,28,16,16,0,0,0,0,0,0,0,,0,76,33,527,15.97,5,0,,5,,,83,115.7,118.7,99.2,,47,
Lake Dawson,KAN,WR,23,16,9,0,0,0,0,0,1,-9,-9.00,0,75,40,513,12.83,5,0,,5,,,80,120.4,123.4,100.4,,48,
Mike Sherrard,NYG,WR,32,13,13,0,0,0,0,0,0,0,,0,86,44,577,13.11,4,2,1,4,,,80,123.7,127.7,101.7,,49,
Daryl Hobbs,OAK,WR,27,16,3,0,1,0,0,0,0,0,,0,80,38,612,16.11,3,0,,3,,,79,117.2,120.2,98.2,,50,
Mark Rypien,STL,QB,33,11,3,129,217,1448,9,8,9,10,1.11,0,0,0,0,,0,1,1,0,,1,79,78.9,90.9,86.9,,32,
William Floyd,SFO,FB,23,8,8,0,0,0,0,0,64,237,3.70,2,62,47,348,7.40,1,1,,3,,,77,123.5,129.5,100.0,,43,
Brian Mitchell*+,WAS,RB,27,16,1,0,0,0,0,0,46,301,6.54,1,50,38,324,8.53,1,2,2,3,,,77,114.5,122.5,95.5,,44,
Kevin Williams,DAL,WR,24,16,16,0,0,0,0,0,10,53,5.30,0,67,38,613,16.13,2,3,1,2,,,77,114.6,118.6,95.6,,51,
Qadry Ismail,MIN,WR,25,16,1,0,0,0,0,0,1,7,7.00,0,54,32,597,18.66,3,3,1,3,,,76,108.4,112.4,92.4,,52,
J.J. Stokes,SFO,WR,23,12,2,0,0,0,0,0,0,0,,0,52,38,517,13.61,4,0,,4,,,76,113.7,116.7,94.7,,53,
Michael Westbrook,WAS,WR,23,11,9,0,0,0,0,0,6,114,19.00,1,88,34,522,15.35,1,0,,2,,,76,109.6,115.6,92.6,,54,
Alvin Harper,TAM,WR,27,13,12,0,0,0,0,0,0,0,,0,103,46,633,13.76,2,0,,2,,,75,121.3,124.3,98.3,,56,
Greg Hill,KAN,RB,23,16,1,0,0,0,0,0,155,667,4.30,1,14,7,45,6.43,0,2,1,1,,,75,82.2,86.2,78.7,,45,
Webster Slaughter,KAN,WR,31,16,7,0,0,0,0,0,0,0,,0,75,34,514,15.12,4,0,,4,,,75,109.4,112.4,92.4,,55,
Shawn Jefferson,SDG,WR,26,16,15,0,0,0,0,0,2,1,0.50,0,101,48,621,12.94,2,0,,2,,,74,122.2,125.2,98.2,,57,
Dave Meggett,NWE,RB,29,16,0,0,1,0,0,0,60,250,4.17,2,86,52,334,6.42,0,5,,2,2,,74,126.4,132.4,100.4,,46,
Mark Seay,SDG,WR,28,16,0,0,0,0,0,0,0,0,,0,70,45,537,11.93,3,0,,3,1,,74,118.7,121.7,96.2,,58,
Horace Copeland,TAM,WR,24,15,7,0,0,0,0,0,0,0,,0,63,35,605,17.29,2,0,,2,,,73,107.5,110.5,90.0,,60,
Leslie Shepherd,WAS,WR,26,14,4,0,0,0,0,0,7,63,9.00,1,61,29,486,16.76,2,0,,3,,,73,101.9,104.9,87.4,,59,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Wilson,NYJ,WR,27,15,11,0,0,0,0,0,0,0,,0,91,41,484,11.80,4,1,,4,,,72,113.4,116.4,92.9,,61,
Floyd Turner,IND,WR,29,14,12,0,0,0,0,0,0,0,,0,64,35,431,12.31,4,0,,4,2,,71,106.1,109.1,88.6,,62,
Aaron Hayden,SDG,RB,22,6,4,0,0,0,0,0,128,470,3.67,3,5,5,53,10.60,0,0,,3,,,70,75.3,78.3,72.8,,47,
Rocket Ismail,OAK,WR,26,16,15,0,0,0,0,0,6,29,4.83,0,57,28,491,17.54,3,4,,3,,,70,98.0,101.0,84.0,,63,
Russell Copeland,BUF,WR,24,16,15,0,0,0,0,0,1,-1,-1.00,0,95,42,646,15.38,1,1,1,1,,,69,110.5,114.5,89.5,,64,
Troy Drayton,STL,TE,25,16,16,0,0,0,0,0,0,0,,0,68,47,458,9.74,4,2,1,4,,,68,114.8,118.8,91.3,,12,
Napoleon Kaufman,OAK,RB,22,16,1,0,0,0,0,0,108,490,4.54,1,16,9,62,6.89,0,0,,2,,,67,76.2,79.2,71.7,,48,
Todd McNair,HOU,FB,30,15,7,0,0,0,0,0,19,136,7.16,0,84,60,501,8.35,1,1,2,1,,,66,125.7,133.7,95.7,,49,
Aaron Bailey,IND,WR,24,15,3,0,0,0,0,0,1,34,34.00,0,36,21,379,18.05,3,0,,4,,,65,86.3,89.3,75.8,,65,
Gary Clark,MIA,WR,33,16,0,0,0,0,0,0,0,0,,0,64,37,525,14.19,2,0,,2,,,65,101.5,104.5,83.0,,66,
Pete Mitchell,JAX,TE,24,16,5,0,0,0,0,0,0,0,,0,64,41,527,12.85,2,0,,2,,,65,105.7,108.7,85.2,,13,
Irv Smith,NOR,TE,24,16,16,0,0,0,0,0,0,0,,0,55,45,466,10.36,3,1,1,3,1,,65,109.6,113.6,87.1,,14,
Andre Hastings,PIT,WR,25,16,0,0,0,0,0,0,1,14,14.00,0,67,48,502,10.46,1,1,,2,,,64,111.6,114.6,87.6,,67,
Mark Ingram,GNB,WR,30,16,9,0,0,0,0,0,1,-3,-3.00,0,77,39,469,12.03,3,1,1,3,,,63,101.6,105.6,82.1,,68,
Mike Pritchard,DEN,WR,26,15,13,0,0,0,0,0,6,17,2.83,0,69,33,441,13.36,3,1,1,3,,,62,94.8,98.8,78.3,,69,
Ed McCaffrey,DEN,WR,27,16,5,0,0,0,0,0,1,-1,-1.00,0,63,39,477,12.23,2,1,1,2,1,,60,98.6,102.6,79.1,,70,
Roosevelt Potts,IND,RB,24,15,15,0,0,0,0,0,65,309,4.75,0,33,21,228,10.86,1,0,,1,,,60,80.7,86.7,70.2,,50,
Johnny Bailey,STL,RB,28,12,1,0,0,0,0,0,36,182,5.06,2,55,38,265,6.97,0,1,,2,1,,59,96.7,102.7,77.7,,52,
Keith Byars,MIA,FB,32,16,16,0,0,0,0,0,15,44,2.93,1,70,51,362,7.10,2,0,,3,,,59,109.6,112.6,84.1,,53,
Leroy Hoard,CLE,RB,27,12,12,0,0,0,0,0,136,547,4.02,0,16,13,103,7.92,0,5,3,0,,,59,72.0,81.0,65.5,,51,
Frank Wycheck,HOU,TE,24,16,10,0,0,0,0,0,1,1,1.00,1,51,40,471,11.78,1,0,,2,,,59,99.2,102.2,79.2,,15,
Jessie Hester,STL,WR,32,12,7,0,0,0,0,0,0,0,,0,54,30,399,13.30,3,0,,3,,,58,87.9,90.9,72.9,,72,
Keith Jennings,CHI,TE,29,16,16,0,0,0,0,0,0,0,,0,39,25,217,8.68,6,0,,6,,,58,82.7,85.7,70.2,,16,
