player,team,position,age,games,games_started,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,yards_per_attempt,rushing_touchdowns,targets,receptions,receiving_yards,yards_per_reception,receiving_touchdowns,fumbles,fumbles_lost,total_touchdowns,two_point_conversions_made,two_point_conversion_attempts,fantasy_points,ppr_points,draft_kings_points,fan_duel_points,value_based_draft,position_rank,overall_rank
Tony Gonzalez,KAN,TE,27.0,16,16,0,0,0,0,0,0,0,0.0,0,106.0,71,916,12.9,10,0,0,10,0.0,0.0,152.0,222.6,225.6,187.1,88.0,1.0,11.0
Fred Taylor,JAX,RB,27.0,16,16,0,0,0,0,0,345,1572,4.56,6,74.0,48,370,7.71,1,6,4,7,0.0,0.0,228.0,276.2,286.2,252.2,86.0,8.0,12.0
Marvin Harrison,IND,WR,31.0,15,15,0,0,0,0,0,1,3,3.0,0,142.0,94,1272,13.53,10,2,1,10,0.0,0.0,186.0,279.5,283.5,232.5,81.0,4.0,13.0
Ricky Williams,MIA,RB,26.0,16,16,0,0,0,0,0,392,1372,3.5,9,62.0,50,351,7.02,1,7,5,10,0.0,0.0,222.0,272.3,283.3,247.3,80.0,9.0,14.0
Hines Ward,PIT,WR,27.0,16,16,0,0,0,0,0,11,61,5.55,0,156.0,95,1163,12.24,10,0,0,10,0.0,0.0,182.0,277.4,280.4,229.9,78.0,5.0,15.0
Anquan Boldin,ARI,WR,23.0,16,16,0,1,0,0,1,5,40,8.0,0,165.0,101,1377,13.63,8,3,3,8,0.0,0.0,182.0,282.7,289.7,233.2,77.0,6.0,16.0
Derrick Mason,TEN,WR,29.0,16,16,0,0,0,0,0,3,11,3.67,0,133.0,95,1303,13.72,8,0,0,8,0.0,0.0,179.0,274.4,277.4,226.9,75.0,7.0,17.0
Edgerrin James,IND,RB,25.0,13,13,0,0,0,0,0,310,1259,4.06,11,71.0,51,292,5.73,0,5,3,11,0.0,0.0,215.0,266.1,275.1,240.6,73.0,10.0,18.0
Santana Moss,NYJ,WR,24.0,16,12,0,0,0,0,0,10,67,6.7,0,117.0,74,1105,14.93,10,4,2,10,0.0,0.0,173.0,247.2,252.2,210.2,69.0,8.0,19.0
Travis Henry,BUF,RB,25.0,15,15,0,1,0,0,1,331,1356,4.1,10,40.0,28,158,5.64,1,7,3,11,0.0,0.0,209.0,237.4,247.4,224.4,67.0,11.0,20.0
Keenan McCardell,TAM,WR,33.0,16,16,0,0,0,0,0,0,0,0.0,0,139.0,84,1174,13.98,8,1,1,9,0.0,0.0,169.0,253.4,257.4,211.4,65.0,9.0,21.0
Shannon Sharpe,DEN,TE,35.0,15,15,0,0,0,0,0,0,0,0.0,0,94.0,62,770,12.42,8,0,0,8,0.0,0.0,125.0,187.0,190.0,156.0,62.0,2.0,22.0
Darrell Jackson,SEA,WR,25.0,16,16,0,0,0,0,0,0,0,0.0,0,130.0,68,1137,16.72,9,1,1,9,0.0,0.0,166.0,233.7,237.7,199.7,61.0,10.0,23.0
Stephen Davis,CAR,RB,29.0,14,14,0,0,0,0,0,318,1444,4.54,8,17.0,14,159,11.36,0,3,3,8,0.0,0.0,202.0,216.3,225.3,209.3,60.0,12.0,24.0
Terrell Owens,SFO,WR,30.0,15,15,0,0,0,0,0,3,-2,-0.67,0,146.0,80,1102,13.78,9,0,0,9,0.0,0.0,164.0,244.0,247.0,204.0,60.0,11.0,25.0
Steve Smith Sr,CAR,WR,24.0,16,11,0,0,0,0,0,11,42,3.82,0,142.0,88,1110,12.61,7,5,0,8,0.0,0.0,163.0,251.2,254.2,207.2,59.0,13.0,26.0
Chris Chambers,MIA,WR,25.0,16,16,0,0,0,0,0,4,30,7.5,0,130.0,64,963,15.05,11,1,1,11,0.0,0.0,163.0,227.3,231.3,195.3,59.0,12.0,27.0
Daunte Culpepper,MIN,QB,26.0,14,14,295,454,3479,25,11,73,422,5.78,4,0.0,0,0,0.0,0,16,6,4,0.0,1.0,273.0,273.4,296.4,284.4,58.0,1.0,28.0
Laveranues Coles,WAS,WR,26.0,16,16,0,0,0,0,0,10,39,3.9,0,159.0,82,1204,14.68,6,0,0,6,0.0,0.0,160.0,242.3,245.3,201.3,56.0,14.0,29.0
Joe Horn,NOR,WR,31.0,15,14,1,1,14,0,0,2,15,7.5,0,130.0,78,973,12.47,10,2,0,10,0.0,0.0,159.0,237.4,240.4,198.4,55.0,15.0,30.0
Peyton Manning,IND,QB,27.0,16,16,379,566,4267,29,10,28,26,0.93,0,1.0,1,-2,-2.0,0,6,2,0,0.0,1.0,267.0,268.1,283.1,277.6,52.0,2.0,31.0
Moe Williams,MIN,RB,29.0,16,7,0,0,0,0,0,174,745,4.28,5,87.0,65,644,9.91,3,2,1,8,0.0,0.0,185.0,249.9,256.9,217.4,43.0,13.0,32.0
Peter Warrick,CIN,WR,26.0,15,14,0,0,0,0,0,18,157,8.72,0,122.0,79,819,10.37,7,2,1,8,0.0,0.0,144.0,222.6,229.6,183.1,39.0,16.0,33.0
Domanick Williams,HOU,RB,23.0,14,10,0,0,0,0,0,238,1031,4.33,8,68.0,47,351,7.47,0,4,3,8,0.0,0.0,180.0,227.2,236.2,203.7,38.0,14.0,34.0
Trent Green,KAN,QB,33.0,16,16,330,523,4039,24,12,26,83,3.19,2,0.0,0,0,0.0,0,5,1,2,0.0,0.0,252.0,251.9,267.9,263.9,36.0,3.0,35.0
Matt Hasselbeck,SEA,QB,28.0,16,16,313,513,3841,26,15,36,125,3.47,2,0.0,0,0,0.0,0,4,1,2,0.0,0.0,250.0,250.1,272.1,265.1,35.0,4.0,36.0
Marshall Faulk,STL,RB,30.0,11,11,0,0,0,0,0,209,818,3.91,10,61.0,45,290,6.44,1,0,0,11,0.0,0.0,177.0,221.8,227.8,199.3,35.0,15.0,37.0
Tiki Barber,NYG,RB,28.0,16,16,0,0,0,0,0,278,1216,4.37,2,98.0,69,461,6.68,1,9,6,3,1.0,0.0,176.0,244.7,256.7,210.2,34.0,16.0,38.0
Todd Heap,BAL,TE,23.0,16,16,0,0,0,0,0,3,21,7.0,0,112.0,57,693,12.16,3,1,0,3,4.0,0.0,97.0,154.4,157.4,125.9,34.0,3.0,39.0
Amani Toomer,NYG,WR,29.0,16,16,0,0,0,0,0,1,5,5.0,0,152.0,63,1057,16.78,5,0,0,5,0.0,0.0,136.0,199.2,202.2,167.7,32.0,17.0,40.0
Brian Westbrook,PHI,RB,24.0,15,8,0,0,0,0,0,117,613,5.24,7,48.0,37,332,8.97,4,3,1,13,0.0,0.0,171.0,207.5,214.5,189.0,29.0,17.0,41.0
Isaac Bruce,STL,WR,31.0,15,15,2,2,66,0,0,2,17,8.5,0,119.0,69,981,14.22,5,0,0,5,0.0,0.0,132.0,201.4,204.4,166.9,28.0,18.0,42.0
Steve McNair,TEN,QB,30.0,14,14,250,400,3215,24,7,38,138,3.63,4,1.0,1,4,4.0,0,12,6,4,1.0,1.0,241.0,241.8,260.8,248.3,25.0,5.0,43.0
Kevan Barlow,SFO,RB,24.0,16,4,0,0,0,0,0,201,1024,5.09,6,44.0,35,307,8.77,1,5,4,7,0.0,0.0,167.0,202.1,212.1,184.6,25.0,18.0,44.0
David Boston,SDG,WR,25.0,14,14,0,0,0,0,0,3,18,6.0,0,115.0,70,880,12.57,7,2,2,7,1.0,0.0,130.0,199.8,204.8,164.8,25.0,19.0,45.0
Justin McCareins,TEN,WR,25.0,16,10,0,0,0,0,0,1,13,13.0,0,82.0,47,813,17.3,7,2,1,8,0.0,0.0,129.0,175.6,179.6,152.1,24.0,20.0,46.0
Curtis Martin,NYJ,RB,30.0,16,16,0,0,0,0,0,323,1308,4.05,2,53.0,42,262,6.24,0,2,2,2,0.0,0.0,165.0,207.0,215.0,186.0,23.0,19.0,47.0
Rudi Johnson,CIN,RB,24.0,13,5,0,0,0,0,0,215,957,4.45,9,23.0,21,146,6.95,0,0,0,9,0.0,0.0,164.0,185.3,191.3,174.8,22.0,20.0,48.0
Reggie Wayne,IND,WR,25.0,16,16,0,0,0,0,0,0,0,0.0,0,107.0,68,838,12.32,7,0,0,7,0.0,0.0,126.0,193.8,196.8,159.8,21.0,21.0,49.0
Javon Walker,GNB,WR,25.0,16,3,0,0,0,0,0,2,1,0.5,0,74.0,41,716,17.46,9,1,1,9,0.0,0.0,124.0,164.7,168.7,144.2,19.0,22.0,50.0
Rod Smith,DEN,WR,33.0,15,15,1,1,72,0,0,10,98,9.8,0,114.0,74,845,11.42,3,0,0,4,0.0,0.0,121.0,195.2,198.2,158.2,17.0,23.0,51.0
Andre Johnson,HOU,WR,22.0,16,16,0,0,0,0,0,5,-10,-2.0,0,119.0,66,976,14.79,4,0,0,4,0.0,0.0,121.0,186.6,189.6,153.6,16.0,24.0,52.0
Koren Robinson,SEA,WR,23.0,15,15,0,0,0,0,0,4,15,3.75,0,119.0,65,896,13.78,4,1,1,5,0.0,0.0,119.0,184.1,188.1,151.6,15.0,25.0,53.0
Aaron Brooks,NOR,QB,27.0,16,16,306,518,3546,24,8,54,175,3.24,2,1.0,0,0,0.0,0,14,11,2,0.0,0.0,229.0,229.3,254.3,237.3,14.0,6.0,54.0
Randy McMichael,MIA,TE,24.0,16,16,0,0,0,0,0,0,0,0.0,0,83.0,49,598,12.2,2,0,0,3,0.0,0.0,78.0,126.8,129.8,102.3,14.0,4.0,55.0
Eddie Kennison,KAN,WR,30.0,16,16,0,0,0,0,0,2,9,4.5,0,99.0,56,853,15.23,5,1,1,5,0.0,0.0,114.0,170.2,174.2,142.2,10.0,26.0,56.0
Boo Williams,NOR,TE,24.0,16,6,0,0,0,0,0,0,0,0.0,0,62.0,41,436,10.63,5,0,0,5,0.0,0.0,74.0,114.6,117.6,94.1,10.0,5.0,57.0
Itula Mili,SEA,TE,30.0,16,12,0,0,0,0,0,0,0,0.0,0,62.0,46,492,10.7,4,0,0,4,0.0,0.0,73.0,119.2,122.2,96.2,10.0,6.0,58.0
Jeff Garcia,SFO,QB,33.0,13,13,225,392,2704,18,13,56,319,5.7,7,1.0,1,6,6.0,0,9,3,7,0.0,1.0,225.0,225.7,247.7,238.2,9.0,7.0,59.0
Marcus Pollard,IND,TE,31.0,14,13,0,0,0,0,0,0,0,0.0,0,57.0,40,541,13.53,3,1,0,3,0.0,0.0,72.0,112.1,115.1,92.1,9.0,7.0,60.0
Alge Crumpler,ATL,TE,26.0,16,16,0,0,0,0,0,0,0,0.0,0,80.0,44,552,12.55,3,1,1,3,0.0,0.0,71.0,115.2,119.2,93.2,8.0,8.0,61.0
TJ Duckett,ATL,RB,22.0,16,10,0,1,0,0,0,197,779,3.95,11,13.0,11,94,8.55,0,3,2,11,0.0,0.0,149.0,160.3,165.3,154.8,7.0,22.0,62.0
Eddie George,TEN,RB,30.0,16,16,0,0,0,0,0,312,1031,3.3,5,31.0,22,163,7.41,0,1,0,5,0.0,0.0,149.0,171.4,177.4,160.4,7.0,21.0,63.0
Brett Favre,GNB,QB,34.0,16,16,308,471,3361,32,21,18,15,0.83,0,0.0,0,0,0.0,0,5,2,0,0.0,2.0,222.0,221.9,247.9,242.9,6.0,8.0,64.0
Terry Glenn,DAL,WR,29.0,16,14,0,1,0,0,0,3,55,18.33,0,96.0,52,754,14.5,5,2,0,5,0.0,0.0,111.0,162.9,165.9,136.9,6.0,27.0,65.0
Freddie Jones,ARI,TE,29.0,16,16,0,0,0,0,0,0,0,0.0,0,89.0,55,517,9.4,3,0,0,3,0.0,0.0,70.0,124.7,127.7,97.2,6.0,9.0,66.0
Jon Kitna,CIN,QB,31.0,16,16,324,520,3591,26,15,38,113,2.97,0,0.0,0,0,0.0,0,9,4,0,0.0,0.0,221.0,220.9,245.9,235.9,5.0,9.0,67.0
Plaxico Burress,PIT,WR,26.0,16,16,0,0,0,0,0,1,-7,-7.0,0,124.0,60,860,14.33,4,1,0,4,0.0,0.0,109.0,169.3,172.3,139.3,5.0,28.0,68.0
Marc Bulger,STL,QB,26.0,15,15,336,532,3845,22,22,29,75,2.59,4,0.0,0,0,0.0,0,8,6,4,0.0,1.0,219.0,219.3,250.3,241.3,4.0,10.0,69.0
Michael Pittman,TAM,RB,28.0,16,13,0,0,0,0,0,187,751,4.02,0,121.0,75,597,7.96,2,4,1,2,0.0,0.0,145.0,219.8,226.8,182.3,3.0,23.0,70.0
Johnnie Morton,KAN,WR,32.0,16,16,0,0,0,0,0,8,94,11.75,0,92.0,50,740,14.8,4,0,0,4,0.0,0.0,107.0,157.4,160.4,132.4,3.0,29.0,71.0
Donovan McNabb,PHI,QB,27.0,16,16,275,478,3216,16,11,71,355,5.0,3,1.0,1,-7,-7.0,0,9,3,3,0.0,0.0,217.0,218.4,238.4,228.9,2.0,11.0,72.0
Jim Kleinsasser,MIN,TE,26.0,16,16,0,0,0,0,0,2,15,7.5,0,59.0,46,401,8.72,4,0,0,4,0.0,0.0,66.0,111.6,114.6,88.6,2.0,10.0,73.0
Daniel Graham,NWE,TE,25.0,14,9,0,0,0,0,0,0,0,0.0,0,63.0,38,409,10.76,4,0,0,4,0.0,0.0,65.0,102.9,105.9,83.9,1.0,11.0,74.0
Brad Johnson,TAM,QB,35.0,16,16,354,570,3811,26,21,25,33,1.32,0,1.0,0,-2,0.0,0,6,2,0,0.0,1.0,216.0,215.5,241.5,236.5,0.0,12.0,75.0
Tom Brady,NWE,QB,26.0,16,16,317,527,3620,23,12,42,63,1.5,1,0.0,0,0,0.0,0,13,5,1,0.0,0.0,215.0,215.1,235.1,227.1,0.0,13.0,76.0
Quincy Carter,DAL,QB,26.0,16,16,292,505,3302,17,21,68,257,3.78,2,0.0,0,0,0.0,0,10,3,2,0.0,0.0,190.0,189.8,219.8,210.8,0.0,14.0,77.0
Tommy Maddox,PIT,QB,32.0,16,16,298,519,3414,18,17,13,12,0.92,0,0.0,0,0,0.0,0,5,2,0,0.0,0.0,172.0,171.8,193.8,188.8,0.0,15.0,78.0
Jake Delhomme,CAR,QB,28.0,16,15,266,449,3219,19,16,42,39,0.93,1,0.0,0,0,0.0,0,15,6,1,0.0,0.0,171.0,170.7,195.7,186.7,0.0,16.0,0.0
Jake Plummer,DEN,QB,29.0,11,11,189,302,2182,15,7,37,205,5.54,3,0.0,0,0,0.0,0,4,2,3,0.0,0.0,168.0,167.8,182.8,174.8,0.0,17.0,0.0
Joey Harrington,DET,QB,25.0,16,16,309,554,2880,17,22,30,86,2.87,0,1.0,1,8,8.0,0,6,0,0,0.0,2.0,153.0,153.6,178.6,175.1,0.0,18.0,0.0
Byron Leftwich,JAX,QB,23.0,15,13,239,418,2819,14,16,25,108,4.32,2,0.0,0,0,0.0,0,11,6,2,0.0,0.0,148.0,147.6,175.6,163.6,0.0,19.0,0.0
Anthony Thomas,CHI,RB,26.0,13,13,0,0,0,0,0,244,1024,4.2,6,14.0,9,36,4.0,0,1,0,6,0.0,0.0,142.0,151.0,154.0,146.5,0.0,24.0,0.0
Kerry Collins,NYG,QB,31.0,13,13,284,500,3110,13,16,17,49,2.88,0,0.0,0,0,0.0,0,12,5,0,1.0,0.0,141.0,141.3,165.3,157.3,0.0,20.0,0.0
Jeff Blake,ARI,QB,33.0,13,13,208,367,2247,13,15,30,177,5.9,2,0.0,0,0,0.0,0,8,3,2,1.0,0.0,138.0,137.6,161.6,152.6,0.0,21.0,0.0
Troy Hambrick,DAL,RB,27.0,16,16,0,0,0,0,0,275,972,3.53,5,24.0,17,99,5.82,0,4,3,5,0.0,0.0,131.0,148.1,154.1,139.6,0.0,25.0,0.0
Patrick Ramsey,WAS,QB,24.0,11,11,179,337,2166,14,9,15,62,4.13,1,0.0,0,0,0.0,0,8,5,1,0.0,2.0,131.0,130.8,147.8,139.8,0.0,22.0,0.0
Warrick Dunn,ATL,RB,28.0,11,6,0,0,0,0,0,125,672,5.38,3,52.0,37,336,9.08,2,2,1,5,0.0,0.0,129.0,165.8,172.8,147.3,0.0,26.0,0.0
Chad Pennington,NYJ,QB,27.0,10,9,189,297,2139,13,12,21,42,2.0,2,0.0,0,0,0.0,0,8,2,2,0.0,1.0,128.0,127.8,144.8,139.8,0.0,23.0,0.0
Drew Bledsoe,BUF,QB,31.0,16,16,274,471,2860,11,12,24,29,1.21,2,0.0,0,0,0.0,0,15,11,2,0.0,0.0,127.0,127.3,153.3,139.3,0.0,24.0,0.0
Jerome Bettis,PIT,RB,31.0,16,10,0,0,0,0,0,246,811,3.3,7,22.0,13,86,6.62,0,5,4,7,1.0,0.0,126.0,138.7,145.7,132.2,0.0,27.0,0.0
Duce Staley,PHI,RB,28.0,16,4,0,0,0,0,0,96,463,4.82,5,47.0,36,382,10.61,2,2,2,7,0.0,0.0,123.0,158.5,166.5,140.5,0.0,28.0,0.0
Jay Fiedler,MIA,QB,32.0,12,11,179,314,2138,11,13,34,88,2.59,3,0.0,0,0,0.0,0,7,4,3,0.0,0.0,122.0,122.3,142.3,135.3,0.0,25.0,0.0
Correll Buckhalter,PHI,RB,25.0,15,5,0,0,0,0,0,126,542,4.3,8,14.0,10,133,13.3,1,3,2,9,0.0,0.0,118.0,127.5,135.5,122.5,0.0,31.0,0.0
David Carr,HOU,QB,24.0,12,11,167,295,2013,9,13,27,151,5.59,2,1.0,0,0,0.0,0,4,0,2,0.0,0.0,118.0,117.6,136.6,130.6,0.0,26.0,0.0
Charlie Garner,OAK,RB,31.0,14,9,0,0,0,0,0,120,553,4.61,3,70.0,48,386,8.04,1,1,0,4,0.0,0.0,118.0,165.9,171.9,141.9,0.0,29.0,0.0
Garrison Hearst,SFO,RB,32.0,12,12,0,0,0,0,0,178,768,4.31,3,38.0,25,211,8.44,1,2,2,4,0.0,0.0,118.0,142.9,150.9,130.4,0.0,30.0,0.0
Drew Brees,SDG,QB,24.0,11,11,205,356,2108,11,15,21,84,4.0,0,1.0,1,21,21.0,1,5,3,1,0.0,1.0,111.0,111.8,132.8,126.3,0.0,27.0,0.0
Shawn Bryson,DET,RB,27.0,16,13,0,0,0,0,0,158,606,3.84,3,72.0,54,340,6.3,0,2,1,3,0.0,0.0,111.0,164.6,171.6,137.6,0.0,32.0,0.0
Richie Anderson,DAL,FB,32.0,15,8,0,1,0,0,0,70,306,4.37,1,87.0,69,493,7.14,4,1,0,5,0.0,0.0,110.0,178.9,184.9,144.4,0.0,33.0,0.0
Jimmy Smith,JAX,WR,34.0,12,12,0,0,0,0,0,0,0,0.0,0,112.0,54,805,14.91,4,1,0,4,0.0,0.0,105.0,158.5,161.5,131.5,0.0,30.0,0.0
Bobby Engram,SEA,WR,30.0,16,7,0,0,0,0,0,0,0,0.0,0,75.0,52,637,12.25,6,5,1,7,0.0,0.0,104.0,155.7,159.7,129.7,0.0,31.0,0.0
Kordell Stewart,CHI,QB,31.0,9,7,126,251,1418,7,12,59,290,4.92,3,0.0,0,0,0.0,0,7,3,3,1.0,0.0,104.0,103.7,124.7,115.7,0.0,28.0,0.0
Onterrio Smith,MIN,RB,23.0,15,3,0,0,0,0,0,107,579,5.41,5,20.0,15,129,8.6,0,1,0,5,1.0,0.0,103.0,117.8,123.8,110.3,0.0,34.0,0.0
Peerless Price,ATL,WR,27.0,16,15,0,0,0,0,0,2,3,1.5,0,141.0,64,838,13.09,3,0,0,3,0.0,0.0,102.0,166.1,169.1,134.1,0.0,32.0,0.0
Tai Streets,SFO,WR,26.0,16,16,0,0,0,0,0,0,0,0.0,0,85.0,47,595,12.66,7,0,0,7,0.0,0.0,102.0,148.5,151.5,125.0,0.0,33.0,0.0
Kevin Faulk,NWE,RB,27.0,15,8,0,1,0,0,0,178,638,3.58,0,67.0,48,440,9.17,0,4,4,0,0.0,0.0,100.0,147.8,157.8,123.8,0.0,35.0,0.0
Rod Gardner,WAS,WR,26.0,16,16,2,3,46,2,0,0,0,0.0,0,115.0,59,600,10.17,5,1,0,5,0.0,0.0,100.0,158.8,161.8,129.3,0.0,34.0,0.0
Muhsin Muhammad,CAR,WR,30.0,15,15,0,0,0,0,0,2,-2,-1.0,0,100.0,54,837,15.5,3,3,1,3,0.0,0.0,100.0,153.5,157.5,126.5,0.0,35.0,0.0
Tyrone Wheatley,OAK,RB,31.0,15,5,0,0,0,0,0,159,678,4.26,4,18.0,12,120,10.0,0,2,2,4,0.0,0.0,100.0,111.8,119.8,105.8,0.0,36.0,0.0
Deion Branch,NWE,WR,24.0,15,12,0,0,0,0,0,1,11,11.0,0,104.0,57,803,14.09,3,0,0,3,0.0,0.0,99.0,156.4,159.4,127.9,0.0,36.0,0.0
Jerry Rice,OAK,WR,41.0,16,15,0,1,0,0,0,0,0,0.0,0,124.0,63,869,13.79,2,2,1,2,0.0,0.0,97.0,159.9,163.9,128.4,0.0,38.0,0.0
Bobby Shaw,BUF,WR,28.0,16,7,0,0,0,0,0,0,0,0.0,0,86.0,56,732,13.07,4,1,0,4,0.0,0.0,97.0,153.2,156.2,125.2,0.0,37.0,0.0
Marty Booker,CHI,WR,27.0,13,13,0,0,0,0,0,3,-7,-2.33,0,105.0,52,715,13.75,4,1,0,4,0.0,0.0,95.0,146.8,149.8,120.8,0.0,39.0,0.0
Ike Hilliard,NYG,WR,27.0,13,12,0,0,0,0,0,2,19,9.5,0,102.0,60,608,10.13,6,2,2,6,0.0,0.0,95.0,154.7,159.7,124.7,0.0,40.0,0.0
Thomas Jones,TAM,RB,25.0,16,3,0,0,0,0,0,137,627,4.58,3,31.0,24,180,7.5,0,4,2,3,0.0,0.0,95.0,118.7,126.7,106.7,0.0,38.0,0.0
Marcel Shipp,ARI,RB,25.0,16,11,0,0,0,0,0,228,830,3.64,0,37.0,30,184,6.13,0,3,3,0,0.0,0.0,95.0,125.4,134.4,110.4,0.0,37.0,0.0
Doug Flutie,SDG,QB,41.0,7,5,91,167,1097,9,4,33,168,5.09,2,0.0,0,0,0.0,0,7,5,2,0.0,1.0,93.0,92.7,107.7,96.7,0.0,29.0,0.0
Dennis Northcutt,CLE,WR,26.0,15,6,0,1,0,0,0,12,83,6.92,0,93.0,62,729,11.76,2,2,1,2,0.0,0.0,91.0,153.2,157.2,122.2,0.0,41.0,0.0
Andre Davis,CLE,WR,24.0,16,8,0,0,0,0,0,5,28,5.6,0,62.0,40,576,14.4,5,2,0,5,0.0,0.0,90.0,130.4,133.4,110.4,0.0,42.0,0.0
Antowain Smith,NWE,RB,31.0,13,6,0,0,0,0,0,182,642,3.53,3,16.0,14,92,6.57,0,1,1,3,0.0,0.0,89.0,103.4,107.4,96.4,0.0,39.0,0.0
Travis Taylor,BAL,WR,25.0,16,16,0,0,0,0,0,11,62,5.64,0,90.0,39,632,16.21,3,0,0,3,0.0,0.0,87.0,126.4,129.4,106.9,0.0,43.0,0.0
Amos Zereoue,PIT,RB,27.0,16,6,0,0,0,0,0,132,433,3.28,2,52.0,40,310,7.75,0,0,0,2,0.0,0.0,86.0,126.3,132.3,106.3,0.0,40.0,0.0
David Givens,NWE,WR,23.0,13,5,0,1,0,0,1,0,0,0.0,0,54.0,34,510,15.0,6,0,0,6,0.0,0.0,85.0,119.0,123.0,103.0,0.0,44.0,0.0
Kelly Holcomb,CLE,QB,30.0,10,8,193,302,1797,10,12,8,7,0.88,0,0.0,0,0,0.0,0,5,2,0,0.0,0.0,85.0,84.6,101.6,96.6,0.0,30.0,0.0
Eric Moulds,BUF,WR,30.0,13,13,0,0,0,0,0,0,0,0.0,0,121.0,64,780,12.19,1,0,0,1,0.0,0.0,84.0,148.0,151.0,116.0,0.0,45.0,0.0
Doug Johnson,ATL,QB,26.0,10,8,136,243,1655,8,12,14,21,1.5,1,0.0,0,0,0.0,0,3,0,1,0.0,0.0,82.0,82.3,97.3,94.3,0.0,31.0,0.0
Kelly Campbell,MIN,WR,23.0,15,6,0,0,0,0,0,10,71,7.1,0,46.0,25,522,20.88,4,2,1,4,0.0,0.0,81.0,106.3,110.3,93.8,0.0,48.0,0.0
Joey Galloway,DAL,WR,32.0,15,13,0,0,0,0,0,4,22,5.5,0,83.0,34,672,19.76,2,1,0,2,0.0,0.0,81.0,115.4,118.4,98.4,0.0,46.0,0.0
Kevin Johnson,2TM,WR,27.0,15,9,0,1,0,0,0,0,0,0.0,0,95.0,58,634,10.93,3,0,0,3,0.0,0.0,81.0,139.4,142.4,110.4,0.0,47.0,0.0
Marcus Robinson,BAL,WR,28.0,15,5,0,0,0,0,0,0,0,0.0,0,62.0,31,451,14.55,6,0,0,6,0.0,0.0,81.0,112.1,115.1,96.6,0.0,49.0,0.0
Vinny Testaverde,NYJ,QB,40.0,7,7,123,198,1385,7,2,6,17,2.83,0,0.0,0,0,0.0,0,1,0,0,0.0,0.0,81.0,81.1,86.1,83.1,0.0,32.0,0.0
Jerome Pathon,NOR,WR,28.0,16,12,0,0,0,0,0,0,0,0.0,0,80.0,44,578,13.14,4,1,1,4,0.0,0.0,80.0,123.8,127.8,101.8,0.0,50.0,0.0
Trung Canidate,WAS,RB,26.0,11,10,0,0,0,0,0,142,600,4.23,1,15.0,10,71,7.1,1,1,0,2,0.0,0.0,79.0,89.1,92.1,84.1,0.0,41.0,0.0
Rock Cartwright,WAS,FB,24.0,15,3,0,0,0,0,0,107,411,3.84,4,28.0,18,176,9.78,0,2,2,4,0.0,0.0,79.0,96.7,104.7,87.7,0.0,42.0,0.0
Donald Driver,GNB,WR,28.0,15,15,0,0,0,0,0,5,51,10.2,0,86.0,52,621,11.94,2,0,0,2,0.0,0.0,79.0,131.2,134.2,105.2,0.0,51.0,0.0
